pathway,pval,padj,log2err,ES,NES,size,leadingEdge
5990980_Cell_Cycle,3.31256502376521e-26,9.70581551963205e-24,1.32671609800481,0.538849686537972,2.70589357225718,369,66336 66977 12442 107995 66442 19361 12571 52276 54392 66311 215387 67629 12649 72415 56150 57441 20877 67121 12615 21973 11799 66468 20135 67849 73804 70454 76044 20878 15270 13555 60411 12580 17219 69270 12575 69263 12448 14211 20873 18005 71988 12189 17215 12534 208628 22390 68240 228421 71846 68014 269582 19348 12236 72151 18817 21781 18968 217653 66934 272551 227613 67141 68612 68298 13361 108000 23834 106344 56452 242705 18141 223921 26886 13557 268697 72155 56371 12531 327762 12567 229841 67052 16319 66634 67203 17865 12235 19891 74470 381318 66570 17216 19687 17218 102920 18973 16881 17463 75786 19645 19075 69736 19357 76816 70385 70645 22628 22627 52683 19076 18972 12544 17997 26440 68549 19088 269113 26444 19324 103733 19179 12579 232987 17420 228769 26445 105988 69745 18538 69928 57296 14235 22171 19170 17246 17220 12144 50793 18392 236930 67151 70024 59126 66296 16906 109145 71819 67733 50883 12447 12532 14156 26442 19177 245688
5990981_DNA_Replication,2.03985490835439e-12,1.08668634208697e-10,0.898671232061694,0.644000596613712,2.63938063618493,82,57441 17219 69270 12575 69263 17215 68240 72151 18968 272551 23834 106344 56452 56371 327762 66634 19891 17216 19687 17218 18973 16881 17463 19645 19075 19076 18972 12544 26440 26444 19179 228769 26445 69745 18538 57296 19170 17220 50793 18392 67151 70024 109145 14156 26442 19177 18971 19718
5990983_Regulation_of_DNA_replication,3.6195926285158e-06,5.99497008180487e-05,0.627256739718528,0.593855727255551,2.22257159809914,54,57441 17219 12575 17215 23834 56452 56371 66634 17216 17218 17463 19645 26440 26444 19179 228769 26445 57296 19170 17220 50793 18392 67151 70024 26442 19177
5990985_CDT1_association_with_the_CDC6:ORC:origin_complex,0.00377723724233995,0.0223581921617294,0.431707695803346,0.489498579909506,1.75474934338622,43,57441 23834 56452 66634 17463 26440 26444 19179 228769 26445 57296 19170 50793 18392 67151 26442 19177 23996 19192 22190 19172 23997
5990987_Synthesis_of_DNA,5.82171390337651e-12,2.84293695614886e-10,0.887074988399873,0.647855512486377,2.64286492765224,78,17219 69270 12575 69263 17215 68240 72151 18968 272551 23834 106344 56452 56371 327762 66634 19891 17216 19687 17218 18973 16881 17463 19645 19075 19076 18972 12544 26440 26444 19179 228769 26445 69745 18538 57296 19170 17220 50793 18392 67151 109145 14156 26442 19177 18971 19718
5990988_S_Phase,8.00739121729199e-11,3.35166518095222e-09,0.839088935621274,0.601309234717173,2.52964645801765,98,67849 17219 69270 12575 69263 71988 17215 22390 68240 72151 18968 272551 23834 106344 56452 56371 327762 12567 66634 19891 17216 19687 17218 18973 16881 17463 19645 19075 19357 19076 18972 12544 26440 26444 19179 17420 228769 26445 69745 18538 57296 19170 17220 50793 18392 67151 109145 14156 26442 19177 18971 66671 19718
5990989_Activation_of_the_pre-replicative_complex,1.34302938924762e-06,2.62338407366369e-05,0.643551836150722,0.718885950039118,2.36489572550517,28,17219 17215 68240 18968 23834 56452 66634 19891 17216 17218 18973 19075 19076 12544 17220 50793 18392 70024
5990990_G1_S_Transition,3.08984561939974e-11,1.3928073330525e-09,0.851339057116899,0.623290529967304,2.57384591101951,84,20135 13555 17219 12575 12448 17215 12534 22390 68240 21781 18968 67141 13361 23834 56452 268697 66634 19891 17216 17218 18973 17463 19645 19075 19076 12544 26440 26444 19179 17420 228769 26445 18538 57296 22171 19170 17220 50793 18392 67151 70024 12447 26442 19177
5990991_Mitotic_G1-G1_S_phases,2.65838982501435e-13,1.55781643745841e-11,0.932595211336209,0.628524711726734,2.64563444993979,101,12571 21973 20135 13555 12580 17219 12575 12448 17215 12534 22390 68240 21781 18968 67141 13361 23834 56452 242705 13557 268697 12567 66634 17865 19891 17216 17218 18973 17463 19645 19075 19076 12544 26440 26444 19179 12579 17420 228769 26445 18538 57296 22171 19170 17220 50793 18392 67151 70024 12447 26442 19177
5990992_Removal_of_licensing_factors_from_origins,3.6195926285158e-06,5.99497008180487e-05,0.627256739718528,0.593855727255551,2.22257159809914,54,57441 17219 12575 17215 23834 56452 56371 66634 17216 17218 17463 19645 26440 26444 19179 228769 26445 57296 19170 17220 50793 18392 67151 70024 26442 19177
5990993_Orc1_removal_from_chromatin,1.66289745679179e-05,0.000237672660897558,0.575610261071129,0.571685358177299,2.11639819266342,52,17219 12575 17215 23834 56452 56371 66634 17216 17218 17463 19645 26440 26444 19179 228769 26445 57296 19170 17220 50793 18392 67151 26442 19177
5990994_Switching_of_origins_to_a_post-replicative_state,1.66289745679179e-05,0.000237672660897558,0.575610261071129,0.571685358177299,2.11639819266342,52,17219 12575 17215 23834 56452 56371 66634 17216 17218 17463 19645 26440 26444 19179 228769 26445 57296 19170 17220 50793 18392 67151 26442 19177
5990995_CDK-mediated_phosphorylation_and_removal_of_Cdc6,0.0490196078431373,0.154438119333755,0.261663521711573,0.423978719134188,1.48127356585876,36,23834 17463 26440 26444 19179 228769 26445 57296 19170 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5990998_DNA_strand_elongation,2.17033000197134e-10,7.48125518326592e-09,0.826657301178302,0.777238329741357,2.61664727042981,31,17219 69270 69263 17215 68240 72151 18968 272551 106344 327762 66634 19891 17216 19687 17218 16881 19075 19076 18972 12544 69745 18538 17220 109145 14156 18971 19718
5990999_Lagging_Strand_Synthesis,3.81525848177192e-06,6.04254451437391e-05,0.610526878385931,0.760367665936474,2.31603602826479,20,69263 68240 72151 18968 106344 327762 19891 19687 16881 19075 19076 18972 69745 18538 14156 18971 19718 18969
5991000_Processive_synthesis_on_the_lagging_strand,0.000152676776563935,0.00162670165575392,0.518848077743792,0.741784637660063,2.08258621192506,15,68240 18968 327762 19891 16881 19075 19076 18972 69745 18538 14156 18971 18969
5991002_Cyclin_E_associated_events_during_G1_S_transition_,0.00248226022408944,0.0167195918542116,0.431707695803346,0.478274077184574,1.73897679883841,47,12575 12448 22390 17463 19645 26440 26444 19179 17420 228769 26445 57296 19170 67151 12447 26442 19177 66671 23996 26965 19192 22190 19172 23997 27401 19166
5991003_Cyclin_D_associated_events_in_G1,0.000285690381600821,0.00270023489706582,0.49849310876659,0.667547493167619,2.080222467522,23,12571 13555 12580 12575 21781 242705 13557 12567 19645 12579 17420
5991004_G1_Phase,0.000285690381600821,0.00270023489706582,0.49849310876659,0.667547493167619,2.080222467522,23,12571 13555 12580 12575 21781 242705 13557 12567 19645 12579 17420
5991005_Stabilization_of_p53,0.176567656765677,0.350741175812497,0.132147260608774,0.36092086249849,1.2659177707936,37,17463 26440 26444 19179 228769 26445 57296 19170 17246 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441 53380
5991006_p53-Dependent_G1_DNA_Damage_Response,0.106060606060606,0.250610948191593,0.176694268938498,0.386701827459039,1.35529689467512,39,12575 17463 26440 26444 19179 228769 26445 57296 19170 17246 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441
5991007_p53-Dependent_G1_S_DNA_damage_checkpoint,0.106060606060606,0.250610948191593,0.176694268938498,0.386701827459039,1.35529689467512,39,12575 17463 26440 26444 19179 228769 26445 57296 19170 17246 67151 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441
5991008_G1_S_DNA_Damage_Checkpoints,0.0405456244249368,0.131998532850072,0.321775918075361,0.432543613590472,1.53227529331851,42,12649 12575 17463 26440 26444 19179 228769 26445 57296 19170 17246 67151 50883 26442 19177 23996 19192 22190 19172 23997
5991009_Cell_Cycle_Checkpoints,8.61927760148052e-11,3.36726444964506e-09,0.839088935621274,0.606523158074858,2.5353894739336,93,12442 107995 12649 56150 17219 12575 69263 17215 12534 22390 68240 269582 12236 72151 68612 23834 106344 56452 268697 66634 19891 17216 17218 17463 22628 22627 12544 26440 26444 19179 228769 26445 57296 19170 17246 17220 50793 18392 67151 70024 50883 12532 26442 19177
5991010_DNA_Damage_Telomere_Stress_Induced_Senescence,0.356382978723404,0.557956225493347,0.0911073131586733,0.364961697964464,1.11165226940753,20,14958 12575 17535
5991011_Cellular_Senescence,0.127527216174184,0.27989119355083,0.153158808683073,0.312912522239074,1.2756358722088,77,14958 12571 12580 12575 14056 22166 17164 68612 56371 17535 12567 26399 26417 494448 102626 12579 12608
5991012_Cellular_responses_to_stress,0.0245944799660408,0.0924298889579763,0.352487857583619,0.313152039295268,1.41448262129664,151,112407 50527 14958 12571 12580 12575 15251 14056 68240 22166 17164 68612 18141 223921 14782 56371 17535 12567 19891 213539 21672 12359 26399 26417 69736 22627 23950 18453 269113 494448 13063 102626 12579 12608
5991013_p53-Independent_DNA_Damage_Response,0.0796019900497513,0.213975991601625,0.204294756516886,0.39790981720398,1.39833045692284,38,12649 17463 26440 26444 19179 228769 26445 57296 19170 67151 50883 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441
5991014_p53-Independent_G1_S_DNA_damage_checkpoint,0.0796019900497513,0.213975991601625,0.204294756516886,0.39790981720398,1.39833045692284,38,12649 17463 26440 26444 19179 228769 26445 57296 19170 67151 50883 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441
5991015_Ubiquitin_Mediated_Degradation_of_Phosphorylated_Cdc25A,0.0796019900497513,0.213975991601625,0.204294756516886,0.39790981720398,1.39833045692284,38,12649 17463 26440 26444 19179 228769 26445 57296 19170 67151 50883 26442 19177 23996 19192 22190 19172 23997 19166 19173 16913 26441
5991016_Activation_of_ATR_in_response_to_replication_stress,1.14330278496048e-06,2.48139048884016e-05,0.643551836150722,0.693613225514781,2.3936620077424,34,12649 17219 69263 17215 68240 269582 72151 23834 106344 56452 66634 19891 17216 17218 12544 17220 50793 18392 70024 12532 19718
5991017_G2_M_Checkpoints,1.56226252838232e-08,4.57742920816021e-07,0.73376198835648,0.688130747626764,2.4685071566424,44,12442 12649 17219 69263 17215 12534 22390 68240 269582 72151 23834 106344 56452 268697 66634 19891 17216 17218 22628 22627 12544 17220 50793 18392 70024 50883 12532
5991018_Oxidative_Stress_Induced_Senescence,0.0774410774410774,0.212058277478838,0.208955027549354,0.393361276870313,1.38751484818964,40,12571 12580 14056 22166 17164 12567 26399 26417 494448 102626 12579 17246
5991021_Gluconeogenesis,9.59376800321041e-07,2.16228771149281e-05,0.643551836150722,0.74618818590814,2.34323503690178,24,11676 21991 18648 18563 18655 14433 11674 13358 14751 14718 433182 74551 14719 67863
5991022_Glucose_metabolism,3.96743871978288e-09,1.22364162620672e-07,0.761460801445585,0.690491914951155,2.53135480323083,49,11676 21991 18648 110095 18563 15277 18655 18746 56421 27357 72157 74185 14433 11674 18641 13358 14751 77559 14718 15275 433182 74551 14719 12315 67863 14387
5991023_Metabolism_of_carbohydrates,2.74910953470222e-09,8.94987881853055e-08,0.774939030136436,0.494476586501543,2.24836749282084,160,11676 21991 15366 58250 12505 20527 18648 15442 110095 18563 269941 15277 18655 14635 18746 20525 56421 27357 72157 74185 20322 14433 11674 66171 18141 223921 18641 20443 14733 110208 13358 56375 14751 20444 69736 77559 11881 269113 21881 20971 14718 15275 66646 50917 231727 433182 74551 14719 12315 70484 56398 67863 14387 54371 12091 53374
5991028_Phase_II_conjugation,0.0495049504950495,0.155133160374861,0.261663521711573,0.422283773498159,1.48114611465923,37,269378 14873 14866 211666 66054 66447 14872 12846 14854
5991029_Biological_oxidations,0.146456692913386,0.308718064918144,0.142901149386948,0.303884587306879,1.23522601286686,76,13121 269378 14873 14866 211666 66054 66447 11669 14872 228608 12846 14148 70101 14854
5991034_TP53_Regulates_Metabolic_Genes,0.0970394736842105,0.244056358707929,0.183023938384487,0.410131552427097,1.38747525928766,32,230784 22166 14782 21672 14751 22628 22627 12858 105787 13063 11651 110323 12867 54683
5991035_Transcriptional_Regulation_by_TP53,0.0970394736842105,0.244056358707929,0.183023938384487,0.410131552427097,1.38747525928766,32,230784 22166 14782 21672 14751 22628 22627 12858 105787 13063 11651 110323 12867 54683
5991036_Generic_Transcription_Pathway,0.00697846632652934,0.0375172593334513,0.407017918923954,-0.313295856746286,-1.55387400980943,117,18124 66313 12914 18128 20482 19014 12455 20481 72949 22084 56717 17127 26896 21849 19082 17128 22026 15370 14815 64930 18519 83814 93836 17131 20683 353187 228839 54401 20463 70208 67381 19042 59024 103806 327987 140742
5991038_Glucose_transport,0.072289156626506,0.201721170395869,0.219250346703755,0.445007648699135,1.44954155963884,27,20527 15277 20525 18141 223921 69736 269113 15275
5991039_Hexose_transport,0.0715502555366269,0.200751390300442,0.219250346703755,0.439617860285759,1.4461965748377,28,20527 15277 20525 18141 223921 69736 269113 15275
5991040_SLC-mediated_transmembrane_transport,0.168316831683168,0.341023191175193,0.197822021315103,-0.227050303865907,-1.15695594015173,142,20499 57738 100434 236794 98396 53881 243328 20516 22782 269966 108652 227059 13521 108989 71279 19386 20515 218210 54563 108052 66679 26569 14977 330836 68682 20535 171429 210148 227720
5991041_Transmembrane_transport_of_small_molecules,0.175965665236052,0.350734285130361,0.222056046145248,-0.199796280768549,-1.10605770158469,273,11931 20499 57738 100434 19299 12727 236794 14605 105722 11512 98396 53881 54667 27360 11928 243328 20516 320940 11513 22782 269966 108652 227059 21871 11933 13521 108989 71279 11980 19386 83814 20515 218210 76295 54563 108052 66679 26569
5991042_Glycolysis,2.84156313981495e-07,6.66062399972623e-06,0.674962860011025,0.770743977542755,2.40180504788312,23,11676 21991 18648 15277 18655 18746 56421 14433 11674 18641 14751 15275 433182
5991045_Pyruvate_metabolism_and_Citric_Acid_TCA_cycle,0.486206896551724,0.668819815444391,0.0728938564822936,0.307723209814358,0.992920575243421,26,12215 20501 16828 80879 66925 381511 67834 236900 235339 66052 228026
5991046_The_citric_acid_TCA_cycle_and_respiratory_electron_transport,0.125984251968504,0.279646862324028,0.155241966228839,0.304288551520332,1.24710025878635,82,12215 20501 16828 68198 110826 230075 66377 66694 80879 11950 12858 66925 13063 66346 67264 381511 22228 66916 66594 110323 66218 68202 12867 595136 67834 236900 72900 78330 12868 235339 66052
5991048_Metabolism_of_amino_acids_and_derivatives,0.00772137684290832,0.0403457031609518,0.407017918923954,0.364221199877863,1.57134288291879,112,269378 12709 18263 27053 76238 66885 56454 66054 18408 22117 110695 12716 107272 107766 17463 109900 14645 67092 26440 228608 26444 14718 19179 228769 26445 57296 19170 14719 14085 67151 20810 26442 19177
5991052_Transmission_across_Chemical_Synapses,0.377094972067039,0.573967931509831,0.115734447701689,-0.226163788817411,-1.06191319548134,85,18751 12912 20112 20907 18750 11512 11513 100986 233977 54393 13383 109880
5991053_Neuronal_System,0.759530791788856,0.867612171517095,0.077274697304471,-0.18042903579371,-0.889152732948496,114,18751 12912 20112 20907 18750 11512 11513 55991 16534 100986 233977 54393 13383 109880
"5991064_Fatty_acid,_triacylglycerol,_and_ketone_body_metabolism",0.142857142857143,0.303312629399586,0.147331213699377,0.3323976388104,1.2749226579908,59,11363 68262 50790 28169 52123 216739 170439 13358 13350 433256 11409 73724 14104 30963 67512 231510 20467 54325 13177 15107 110821 14933 56348
5991065_Metabolism_of_lipids_and_lipoproteins,0.0188190957173048,0.0782126956761744,0.352487857583619,0.279334652668313,1.37975789516252,304,16592 110196 11363 13121 50784 13244 226856 20597 20775 68262 208715 14137 74114 50790 20778 17164 28169 66461 15357 52123 216739 235293 16987 27384 20788 66234 170439 14466 622402 77371 319554 66350 11886 13358 67103 15490 67260 68603 11605 13350 192156 56473 67469 11881 15926 18453 16332 433256 67420 20334 28042 14148 14667 67073 56075 231070 270669 67216 11409 64292 225845 73724 97287 14104 77219 30963 67512 11690 12850 12091 76893 234515 231510 20467 56794 104759 54325 15212 84095 13177 13595 236899 18806 23945 15107 76267 16835
5991067_Metabolism_of_water-soluble_vitamins_and_cofactors,0.0305663918876976,0.107806284054707,0.352487857583619,0.410107841731088,1.49112832121326,47,20527 18563 20525 116914 13361 59027 72621 54391 109754 14104 69698 268566 109129 73132 71743 66454 54219 110821
5991068_Metabolism_of_vitamins_and_cofactors,0.0305663918876976,0.107806284054707,0.352487857583619,0.410107841731088,1.49112832121326,47,20527 18563 20525 116914 13361 59027 72621 54391 109754 14104 69698 268566 109129 73132 71743 66454 54219 110821
5991077_Purine_metabolism,0.0070799301491934,0.0377167187947939,0.407017918923954,0.571035371603074,1.79320728379272,24,22436 18950 11565 15452 12359 67054 23959 11486 76952 11821 229363 13178
5991078_Metabolism_of_nucleotides,2.61968698047917e-07,6.39640237733664e-06,0.674962860011025,0.633763992265673,2.36616862005148,55,93692 22271 21877 20133 20135 22436 110074 18950 11565 18102 22166 80914 14782 15452 53893 12359 320685 67054 23959 11636 11486 76952 11821 22171 17766 229363 13178
5991079_Detoxification_of_Reactive_Oxygen_Species,0.000339812524629758,0.00316079586401648,0.49849310876659,0.723420334152538,2.0310277900669,15,50527 22166 14782 21672 12359 18453 13063 69590 20656 54683 67305 11927
5991082_Phase_1_-_Functionalization_of_compounds,0.857142857142857,0.913246753246753,0.0633597010643758,-0.189968347177211,-0.748554757254731,38,11522 68738 60525
5991086_Processing_of_Capped_Intron-Containing_Pre-mRNA,0.234463276836158,0.429063831844776,0.152144922367565,-0.236267763133798,-1.11503582458316,89,53319 269061 94230 83486 81898 229279 67996 59013 20020 320632 15388 56335 192159 71713 68134 67500 69207 53379 15381 51796 54196 68598 433702 18521
5991087_mRNA_Splicing_-_Major_Pathway,0.333333333333333,0.532243415077203,0.124434168630393,-0.232602332447469,-1.08532353016441,84,269061 94230 83486 81898 229279 67996 59013 20020 320632 15388 192159 71713 68134 67500 69207 53379 15381 51796 54196 68598 433702 18521 67337 54451 20637 228410 19826 98758 19655 53317 57317 24061 74737 67710 68011 225027
5991088_mRNA_Splicing,0.333333333333333,0.532243415077203,0.124434168630393,-0.232602332447469,-1.08532353016441,84,269061 94230 83486 81898 229279 67996 59013 20020 320632 15388 192159 71713 68134 67500 69207 53379 15381 51796 54196 68598 433702 18521 67337 54451 20637 228410 19826 98758 19655 53317 57317 24061 74737 67710 68011 225027
5991089_mRNA_3'-end_processing,0.192399049881235,0.370942261080332,0.154190966581424,-0.341290912223513,-1.22913556362798,27,269061 94230 67996 71713 68134 69207 51796 54196 433702 67337 54451 228410 19826 57317 74737 225027
5991090_Post-Elongation_Processing_of_Intron-Containing_pre-mRNA,0.192399049881235,0.370942261080332,0.154190966581424,-0.341290912223513,-1.22913556362798,27,269061 94230 67996 71713 68134 69207 51796 54196 433702 67337 54451 228410 19826 57317 74737 225027
5991091_Post-Elongation_Processing_of_the_Transcript,0.812987012987013,0.892154287659906,0.0676760401641789,-0.204836424879068,-0.780040828386472,35,269061 94230 67996 71713 68134 69207 51796 54196 433702 67337 54451 228410 19826 57317 74737 68011 225027 67332
5991092_Cleavage_of_Growing_Transcript_in_the_Termination_Region_,0.812987012987013,0.892154287659906,0.0676760401641789,-0.204836424879068,-0.780040828386472,35,269061 94230 67996 71713 68134 69207 51796 54196 433702 67337 54451 228410 19826 57317 74737 68011 225027 67332
5991093_RNA_Polymerase_II_Transcription_Termination,0.812987012987013,0.892154287659906,0.0676760401641789,-0.204836424879068,-0.780040828386472,35,269061 94230 67996 71713 68134 69207 51796 54196 433702 67337 54451 228410 19826 57317 74737 68011 225027 67332
5991094_RNA_Polymerase_II_Transcription,0.798342541436464,0.887720548921761,0.0716527366829457,-0.182892033039386,-0.841728998234983,79,269061 94230 12455 72949 67996 20020 13871 67655 71713 68134 69207 14884 20924 51796 228980 54196 433702 226182 67337 54451 24075 13872 72504 209361 24116 228410 19826 57317 74737 67710 68011 235459 225027
5991095_Transcription,0.833827893175074,0.901298524460289,0.0730744399126987,-0.171048088449812,-0.848358423344835,117,269061 94230 216151 12455 72949 67996 21341 72308 20020 21339 13871 18519 67655 71713 68134 69207 14884 227644 20924 51796 228980 54196 433702 226182 67337 71752 545725 66136 54451 24075 21429 13872 20841 72504 544971 209361 24116 228410 18986 19826 22130 57317 74737 67710 68011 235459 225027 75627
5991096_GTP_hydrolysis_and_joining_of_the_60S_ribosomal_subunit,0.978441127694859,0.993611337626185,0.0380842053196415,0.149880094403836,0.564928955740196,57,66235 22384 26905 100503670 19896 20042 20005 20115 13665 78655 67025 67204 20084 19942 13684 27979 19951 67891 19934 66483 13681 55944 19941 27176 270106 67115 110954 66475 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 68436 217869 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991097_Cap-dependent_Translation_Initiation,0.911290322580645,0.951900408257145,0.0400845633477088,0.175305960332395,0.680704395761309,62,13685 66235 22384 26905 100503670 209354 19896 20042 20005 20115 108067 13665 78655 67025 67204 20084 19942 13684 27979 19951 67891 19934 66483 13681 55944 19941 27176 270106 67115 110954 66475 18458 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 13667 68436 217869 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991098_Eukaryotic_Translation_Initiation,0.911290322580645,0.951900408257145,0.0400845633477088,0.175305960332395,0.680704395761309,62,13685 66235 22384 26905 100503670 209354 19896 20042 20005 20115 108067 13665 78655 67025 67204 20084 19942 13684 27979 19951 67891 19934 66483 13681 55944 19941 27176 270106 67115 110954 66475 18458 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 13667 68436 217869 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991099_Translation,0.970172684458399,0.989413080766649,0.0359208664409425,0.157028862366538,0.644718618422427,83,13685 14853 20014 107513 66235 20832 22384 66256 26905
5991100_Metabolism_of_proteins,0.75462392108508,0.865929150525181,0.0363783055518278,0.17649055169733,0.885187773842745,357,50527 13685 53618 12189 14537 17918 227613 67951 18550 18141 381903 223921 20443 64138 13666 14425 14853 69080 77371 56375 66449 20336 66411 20444 192156 20014 69736 19357 107513 226641 11881 13478 19128 269113 20334 66235 18701 12579 28185 20832 67422 22384 20448 231727 270669 67199 66256 56459 26905 12144 50935 12764 18700 108687 27392 208691 217664 105638 12091 192193 80294 14827 21854 108150 12317 20684 67713 100503670 269181 271786 67952 66661 22154 30057 68501 56495 102580 320438 29858 16006 67105 12873 21855 233744 331026 94181 276846 53421 53413 107371 170762 69608 19123 66624 66397 231042 109054 70361 209354 19896 242362 21454 226026 140474 67556 20042 20005 20115 68275
5991101_Ribosomal_scanning_and_start_codon_recognition,1,1,0.0551351763385257,-0.109774436090226,-0.404170584933684,30,13682 20068 13669 16341 75617 73830 66481 20054 27370 20044 27050 217869 54127 66085 20055 14109 66475 55944 13681 27979 13684 20084 67204 78655 13665 20115 20042 26905 22384 66235
"5991102_Activation_of_the_mRNA_upon_binding_of_the_cap-binding_complex_and_eIFs,_and_subsequent_binding_to_43S",0.780327868852459,0.879995110750238,0.047925896705813,0.231656813214331,0.77989484663663,31,13685 66235 22384 26905
"5991103_Formation_of_the_ternary_complex,_and_subsequently,_the_43S_complex",0.933104631217839,0.960982976965999,0.0418238690062304,0.180125260960334,0.574415717095627,25,66235 26905 20042 20115 13665 78655 67204 20084 27979 55944 66475 14109 20055 66085 54127 27050 20044 27370 20054 66481 73830 75617 16341
5991105_Formation_of_a_pool_of_free_40S_subunits,0.920133111480865,0.956070827632841,0.0410713282497468,0.184550962240386,0.676566886002014,49,66235 100503670 19896 20042 20005 20115 78655 67025 20084 19942 27979 19951 67891 19934 66483 55944 19941 27176 270106 67115 110954 66475 19981 14109 20055 66480 11837 66085 54127 19933 19921 22186 67281 68436 27050 20044 27370 20054 114641 66481 73830 54217 56040 19899 75617 16341
5991107_Pyrimidine_metabolism,0.00209014011532663,0.0147568928624266,0.431707695803346,0.687296156514851,1.96853581154519,16,22271 21877 110074 80914 320685 23959 22171 13178
5991112_RNA_Polymerase_I_Promoter_Clearance,0.719022687609075,0.849490513989754,0.0545680646670941,0.25870120980965,0.812392571154267,24,20018 14885 26417 75316 17420 69833 66671 20017 21340 209357
5991113_RNA_Polymerase_I_Transcription,0.775862068965517,0.879995110750238,0.0504983044100709,0.239079087922663,0.77142879684653,26,20018 14885 26417 75316 17420 69833 66671 20017 21340 209357
"5991114_RNA_Polymerase_I,_RNA_Polymerase_III,_and_Mitochondrial_Transcription",0.910149750415973,0.951900408257145,0.0415717899246479,0.187198671439696,0.686273431805244,49,20018 67005 66596 14885 26417 75316 17420 69870 69833 74414 66671 20017
5991115_RNA_Polymerase_I_Transcription_Initiation,0.836267605633803,0.901298524460289,0.0480220415968251,0.22425238950954,0.698818981162895,23,20018 14885 75316 17420 69833 66671 20017 21340 209357
5991116_RNA_Polymerase_I_Promoter_Escape,0.741007194244604,0.861695270324712,0.0545680646670941,0.256133889476404,0.788682733355129,22,20018 14885 75316 17420 69833 66671 20017 21340 209357
